anatomical structure,methods,Dice
Right-VentralDC,CycleMorph,0.632457
Right-VentralDC,CycleMorph,0.735196
Right-VentralDC,CycleMorph,0.836554
Right-VentralDC,CycleMorph,0.780835
Right-VentralDC,CycleMorph,0.814854
Right-VentralDC,CycleMorph,0.808451
Right-VentralDC,CycleMorph,0.667573
Right-VentralDC,CycleMorph,0.808367
Right-VentralDC,CycleMorph,0.824481
Right-VentralDC,CycleMorph,0.785599
Right-VentralDC,CycleMorph,0.818279
Right-VentralDC,CycleMorph,0.797099
Right-VentralDC,CycleMorph,0.641951
Right-VentralDC,CycleMorph,0.830295
Right-VentralDC,CycleMorph,0.830695
Right-VentralDC,CycleMorph,0.800256
Right-VentralDC,CycleMorph,0.765231
Right-VentralDC,CycleMorph,0.805634
Right-VentralDC,CycleMorph,0.671261
Right-VentralDC,CycleMorph,0.695696
Right-VentralDC,CycleMorph,0.816883
Right-VentralDC,CycleMorph,0.809589
Right-VentralDC,CycleMorph,0.823655
Right-VentralDC,CycleMorph,0.804682
Right-VentralDC,CycleMorph,0.84455
Right-VentralDC,CycleMorph,0.785171
Right-VentralDC,CycleMorph,0.79823
Right-VentralDC,CycleMorph,0.806382
Right-VentralDC,CycleMorph,0.806773
Right-VentralDC,CycleMorph,0.758358
Right-VentralDC,CycleMorph,0.824254
Right-VentralDC,CycleMorph,0.817113
Right-VentralDC,CycleMorph,0.815369
Right-VentralDC,CycleMorph,0.769665
Right-VentralDC,CycleMorph,0.732453
Right-VentralDC,CycleMorph,0.827252
Right-VentralDC,CycleMorph,0.74935
Right-VentralDC,CycleMorph,0.766439
Right-VentralDC,CycleMorph,0.840666
Right-VentralDC,CycleMorph,0.803455
Right-VentralDC,CycleMorph,0.827792
Right-VentralDC,CycleMorph,0.678617
Right-VentralDC,CycleMorph,0.811216
Right-VentralDC,CycleMorph,0.805747
Right-VentralDC,CycleMorph,0.768455
Right-VentralDC,CycleMorph,0.770723
Right-VentralDC,CycleMorph,0.796674
Right-VentralDC,CycleMorph,0.764912
Right-VentralDC,CycleMorph,0.699382
Right-VentralDC,CycleMorph,0.797373
Right-VentralDC,CycleMorph,0.810744
Right-VentralDC,CycleMorph,0.820621
Right-VentralDC,CycleMorph,0.790196
Right-VentralDC,CycleMorph,0.812812
Right-VentralDC,CycleMorph,0.748389
Right-VentralDC,CycleMorph,0.783273
Right-VentralDC,CycleMorph,0.835332
Right-VentralDC,CycleMorph,0.801845
Right-VentralDC,CycleMorph,0.786517
Right-VentralDC,CycleMorph,0.799317
Right-VentralDC,CycleMorph,0.838783
Right-VentralDC,CycleMorph,0.811132
Right-VentralDC,CycleMorph,0.833464
Right-VentralDC,CycleMorph,0.799155
Right-VentralDC,CycleMorph,0.796526
Right-VentralDC,CycleMorph,0.790666
Right-VentralDC,CycleMorph,0.836954
Right-VentralDC,CycleMorph,0.822751
Right-VentralDC,CycleMorph,0.819318
Right-VentralDC,CycleMorph,0.831018
Right-VentralDC,CycleMorph,0.81744
Right-VentralDC,CycleMorph,0.831593
Right-VentralDC,CycleMorph,0.82902
Right-VentralDC,CycleMorph,0.825095
Right-VentralDC,CycleMorph,0.798106
Right-VentralDC,CycleMorph,0.820591
Right-VentralDC,CycleMorph,0.779507
Right-VentralDC,CycleMorph,0.747402
Right-VentralDC,CycleMorph,0.8253
Right-VentralDC,CycleMorph,0.770398
Right-VentralDC,CycleMorph,0.811808
Right-VentralDC,CycleMorph,0.813002
Right-VentralDC,CycleMorph,0.753369
Right-VentralDC,CycleMorph,0.808091
Right-VentralDC,CycleMorph,0.792887
Right-VentralDC,CycleMorph,0.834629
Right-VentralDC,CycleMorph,0.805088
Right-VentralDC,CycleMorph,0.824335
Right-VentralDC,CycleMorph,0.784049
Right-VentralDC,CycleMorph,0.79263
Right-VentralDC,CycleMorph,0.823885
Right-VentralDC,CycleMorph,0.826752
Right-VentralDC,CycleMorph,0.797394
Right-VentralDC,CycleMorph,0.783259
Right-VentralDC,CycleMorph,0.836902
Right-VentralDC,CycleMorph,0.80424
Right-VentralDC,CycleMorph,0.818384
Right-VentralDC,CycleMorph,0.809428
Right-VentralDC,CycleMorph,0.810151
Right-VentralDC,CycleMorph,0.803741
Right-Thalamus-Proper,CycleMorph,0.873238
Right-Thalamus-Proper,CycleMorph,0.874585
Right-Thalamus-Proper,CycleMorph,0.876311
Right-Thalamus-Proper,CycleMorph,0.838193
Right-Thalamus-Proper,CycleMorph,0.867086
Right-Thalamus-Proper,CycleMorph,0.862104
Right-Thalamus-Proper,CycleMorph,0.864137
Right-Thalamus-Proper,CycleMorph,0.839308
Right-Thalamus-Proper,CycleMorph,0.830139
Right-Thalamus-Proper,CycleMorph,0.873783
Right-Thalamus-Proper,CycleMorph,0.871166
Right-Thalamus-Proper,CycleMorph,0.850347
Right-Thalamus-Proper,CycleMorph,0.892646
Right-Thalamus-Proper,CycleMorph,0.855206
Right-Thalamus-Proper,CycleMorph,0.880153
Right-Thalamus-Proper,CycleMorph,0.823399
Right-Thalamus-Proper,CycleMorph,0.870882
Right-Thalamus-Proper,CycleMorph,0.84452
Right-Thalamus-Proper,CycleMorph,0.817924
Right-Thalamus-Proper,CycleMorph,0.878665
Right-Thalamus-Proper,CycleMorph,0.854703
Right-Thalamus-Proper,CycleMorph,0.869767
Right-Thalamus-Proper,CycleMorph,0.887392
Right-Thalamus-Proper,CycleMorph,0.836325
Right-Thalamus-Proper,CycleMorph,0.811649
Right-Thalamus-Proper,CycleMorph,0.853937
Right-Thalamus-Proper,CycleMorph,0.87188
Right-Thalamus-Proper,CycleMorph,0.879194
Right-Thalamus-Proper,CycleMorph,0.772011
Right-Thalamus-Proper,CycleMorph,0.868087
Right-Thalamus-Proper,CycleMorph,0.879448
Right-Thalamus-Proper,CycleMorph,0.879575
Right-Thalamus-Proper,CycleMorph,0.888988
Right-Thalamus-Proper,CycleMorph,0.853361
Right-Thalamus-Proper,CycleMorph,0.875757
Right-Thalamus-Proper,CycleMorph,0.863771
Right-Thalamus-Proper,CycleMorph,0.84171
Right-Thalamus-Proper,CycleMorph,0.862305
Right-Thalamus-Proper,CycleMorph,0.837658
Right-Thalamus-Proper,CycleMorph,0.859481
Right-Thalamus-Proper,CycleMorph,0.864426
Right-Thalamus-Proper,CycleMorph,0.82128
Right-Thalamus-Proper,CycleMorph,0.853396
Right-Thalamus-Proper,CycleMorph,0.888384
Right-Thalamus-Proper,CycleMorph,0.863103
Right-Thalamus-Proper,CycleMorph,0.837963
Right-Thalamus-Proper,CycleMorph,0.80453
Right-Thalamus-Proper,CycleMorph,0.879902
Right-Thalamus-Proper,CycleMorph,0.833501
Right-Thalamus-Proper,CycleMorph,0.877692
Right-Thalamus-Proper,CycleMorph,0.864925
Right-Thalamus-Proper,CycleMorph,0.845895
Right-Thalamus-Proper,CycleMorph,0.829189
Right-Thalamus-Proper,CycleMorph,0.867419
Right-Thalamus-Proper,CycleMorph,0.869984
Right-Thalamus-Proper,CycleMorph,0.85513
Right-Thalamus-Proper,CycleMorph,0.87348
Right-Thalamus-Proper,CycleMorph,0.88352
Right-Thalamus-Proper,CycleMorph,0.885311
Right-Thalamus-Proper,CycleMorph,0.843765
Right-Thalamus-Proper,CycleMorph,0.858824
Right-Thalamus-Proper,CycleMorph,0.835485
Right-Thalamus-Proper,CycleMorph,0.779199
Right-Thalamus-Proper,CycleMorph,0.809732
Right-Thalamus-Proper,CycleMorph,0.855213
Right-Thalamus-Proper,CycleMorph,0.791725
Right-Thalamus-Proper,CycleMorph,0.876227
Right-Thalamus-Proper,CycleMorph,0.869432
Right-Thalamus-Proper,CycleMorph,0.88289
Right-Thalamus-Proper,CycleMorph,0.843444
Right-Thalamus-Proper,CycleMorph,0.842159
Right-Thalamus-Proper,CycleMorph,0.838529
Right-Thalamus-Proper,CycleMorph,0.845448
Right-Thalamus-Proper,CycleMorph,0.837032
Right-Thalamus-Proper,CycleMorph,0.852534
Right-Thalamus-Proper,CycleMorph,0.894382
Right-Thalamus-Proper,CycleMorph,0.808265
Right-Thalamus-Proper,CycleMorph,0.834653
Right-Thalamus-Proper,CycleMorph,0.786053
Right-Thalamus-Proper,CycleMorph,0.857436
Right-Thalamus-Proper,CycleMorph,0.866859
Right-Thalamus-Proper,CycleMorph,0.889054
Right-Thalamus-Proper,CycleMorph,0.887263
Right-Thalamus-Proper,CycleMorph,0.803216
Right-Thalamus-Proper,CycleMorph,0.874432
Right-Thalamus-Proper,CycleMorph,0.862977
Right-Thalamus-Proper,CycleMorph,0.848699
Right-Thalamus-Proper,CycleMorph,0.844742
Right-Thalamus-Proper,CycleMorph,0.710989
Right-Thalamus-Proper,CycleMorph,0.881309
Right-Thalamus-Proper,CycleMorph,0.880454
Right-Thalamus-Proper,CycleMorph,0.875635
Right-Thalamus-Proper,CycleMorph,0.881194
Right-Thalamus-Proper,CycleMorph,0.874523
Right-Thalamus-Proper,CycleMorph,0.854946
Right-Thalamus-Proper,CycleMorph,0.832032
Right-Thalamus-Proper,CycleMorph,0.803391
Right-Thalamus-Proper,CycleMorph,0.88434
Right-Thalamus-Proper,CycleMorph,0.880223
Right-Thalamus-Proper,CycleMorph,0.821391
Right-Thalamus-Proper,CycleMorph,0.867143
Right-Thalamus-Proper,CycleMorph,0.866124
Right-Thalamus-Proper,CycleMorph,0.871407
Right-Thalamus-Proper,CycleMorph,0.884365
Right-Thalamus-Proper,CycleMorph,0.82036
Right-Thalamus-Proper,CycleMorph,0.879592
Right-Thalamus-Proper,CycleMorph,0.881485
Right-Thalamus-Proper,CycleMorph,0.870958
Right-Thalamus-Proper,CycleMorph,0.862656
Right-Thalamus-Proper,CycleMorph,0.881134
Right-Thalamus-Proper,CycleMorph,0.87868
Right-Thalamus-Proper,CycleMorph,0.875314
Right-Thalamus-Proper,CycleMorph,0.847691
Right-Thalamus-Proper,CycleMorph,0.842654
Right-Thalamus-Proper,CycleMorph,0.887361
Right-Putamen,CycleMorph,0.722775
Right-Putamen,CycleMorph,0.636042
Right-Putamen,CycleMorph,0.684198
Right-Putamen,CycleMorph,0.836351
Right-Putamen,CycleMorph,0.623018
Right-Putamen,CycleMorph,0.637427
Right-Putamen,CycleMorph,0.657625
Right-Putamen,CycleMorph,0.648603
Right-Putamen,CycleMorph,0.705553
Right-Putamen,CycleMorph,0.585567
Right-Putamen,CycleMorph,0.649398
Right-Putamen,CycleMorph,0.60949
Right-Putamen,CycleMorph,0.732526
Right-Putamen,CycleMorph,0.540493
Right-Putamen,CycleMorph,0.755076
Right-Putamen,CycleMorph,0.797051
Right-Putamen,CycleMorph,0.55471
Right-Putamen,CycleMorph,0.732869
Right-Putamen,CycleMorph,0.646696
Right-Putamen,CycleMorph,0.650975
Right-Putamen,CycleMorph,0.679626
Right-Putamen,CycleMorph,0.490059
Right-Putamen,CycleMorph,0.640804
Right-Putamen,CycleMorph,0.804697
Right-Putamen,CycleMorph,0.630344
Right-Putamen,CycleMorph,0.6922
Right-Putamen,CycleMorph,0.582439
Right-Putamen,CycleMorph,0.747547
Right-Putamen,CycleMorph,0.805777
Right-Putamen,CycleMorph,0.755185
Right-Putamen,CycleMorph,0.635477
Right-Putamen,CycleMorph,0.63018
Right-Putamen,CycleMorph,0.743735
Right-Putamen,CycleMorph,0.712182
Right-Putamen,CycleMorph,0.704776
Right-Putamen,CycleMorph,0.596152
Right-Putamen,CycleMorph,0.683104
Right-Putamen,CycleMorph,0.758449
Right-Putamen,CycleMorph,0.626131
Right-Putamen,CycleMorph,0.731147
Right-Putamen,CycleMorph,0.672696
Right-Putamen,CycleMorph,0.640581
Right-Putamen,CycleMorph,0.748414
Right-Putamen,CycleMorph,0.755898
Right-Putamen,CycleMorph,0.712448
Right-Putamen,CycleMorph,0.712582
Right-Putamen,CycleMorph,0.742288
Right-Putamen,CycleMorph,0.653098
Right-Putamen,CycleMorph,0.67621
Right-Putamen,CycleMorph,0.770978
Right-Putamen,CycleMorph,0.672858
Right-Putamen,CycleMorph,0.714661
Right-Putamen,CycleMorph,0.65006
Right-Putamen,CycleMorph,0.747167
Right-Putamen,CycleMorph,0.654278
Right-Putamen,CycleMorph,0.740177
Right-Putamen,CycleMorph,0.718821
Right-Putamen,CycleMorph,0.650965
Right-Putamen,CycleMorph,0.610113
Right-Putamen,CycleMorph,0.627176
Right-Putamen,CycleMorph,0.818546
Right-Putamen,CycleMorph,0.726673
Right-Putamen,CycleMorph,0.622683
Right-Putamen,CycleMorph,0.697244
Right-Putamen,CycleMorph,0.662067
Right-Putamen,CycleMorph,0.718307
Right-Putamen,CycleMorph,0.752421
Right-Putamen,CycleMorph,0.497726
Right-Putamen,CycleMorph,0.754373
Right-Putamen,CycleMorph,0.62586
Right-Putamen,CycleMorph,0.796695
Right-Putamen,CycleMorph,0.743701
Right-Putamen,CycleMorph,0.734161
Right-Putamen,CycleMorph,0.646667
Right-Putamen,CycleMorph,0.67583
Right-Putamen,CycleMorph,0.678269
Right-Putamen,CycleMorph,0.772454
Right-Putamen,CycleMorph,0.703998
Right-Putamen,CycleMorph,0.629147
Right-Putamen,CycleMorph,0.739101
Right-Putamen,CycleMorph,0.723443
Right-Putamen,CycleMorph,0.681288
Right-Putamen,CycleMorph,0.601713
Right-Putamen,CycleMorph,0.755521
Right-Putamen,CycleMorph,0.719992
Right-Putamen,CycleMorph,0.744036
Right-Putamen,CycleMorph,0.663629
Right-Putamen,CycleMorph,0.58888
Right-Putamen,CycleMorph,0.633384
Right-Putamen,CycleMorph,0.683049
Right-Putamen,CycleMorph,0.75548
Right-Putamen,CycleMorph,0.749256
Right-Putamen,CycleMorph,0.66261
Right-Putamen,CycleMorph,0.6172
Right-Putamen,CycleMorph,0.73335
Right-Putamen,CycleMorph,0.765304
Right-Putamen,CycleMorph,0.773302
Right-Putamen,CycleMorph,0.693928
Right-Putamen,CycleMorph,0.562523
Right-Putamen,CycleMorph,0.799605
Right-Putamen,CycleMorph,0.625457
Right-Putamen,CycleMorph,0.739451
Right-Putamen,CycleMorph,0.652966
Right-Putamen,CycleMorph,0.733585
Right-Putamen,CycleMorph,0.74998
Right-Putamen,CycleMorph,0.610981
Right-Putamen,CycleMorph,0.696035
Right-Putamen,CycleMorph,0.662335
Right-Putamen,CycleMorph,0.612252
Right-Putamen,CycleMorph,0.673646
Right-Putamen,CycleMorph,0.644484
Right-Putamen,CycleMorph,0.659749
Right-Putamen,CycleMorph,0.716087
Right-Putamen,CycleMorph,0.714804
Right-Putamen,CycleMorph,0.679592
Right-Pallidum,CycleMorph,0.713403
Right-Pallidum,CycleMorph,0.70829
Right-Pallidum,CycleMorph,0.561259
Right-Pallidum,CycleMorph,0.678472
Right-Pallidum,CycleMorph,0.777703
Right-Pallidum,CycleMorph,0.501426
Right-Pallidum,CycleMorph,0.726039
Right-Pallidum,CycleMorph,0.715863
Right-Pallidum,CycleMorph,0.724847
Right-Pallidum,CycleMorph,0.679672
Right-Pallidum,CycleMorph,0.718545
Right-Pallidum,CycleMorph,0.770274
Right-Pallidum,CycleMorph,0.73006
Right-Pallidum,CycleMorph,0.658113
Right-Pallidum,CycleMorph,0.769949
Right-Pallidum,CycleMorph,0.699628
Right-Pallidum,CycleMorph,0.766224
Right-Pallidum,CycleMorph,0.74165
Right-Pallidum,CycleMorph,0.72714
Right-Pallidum,CycleMorph,0.7436
Right-Pallidum,CycleMorph,0.674014
Right-Pallidum,CycleMorph,0.762145
Right-Pallidum,CycleMorph,0.704096
Right-Pallidum,CycleMorph,0.741383
Right-Pallidum,CycleMorph,0.752605
Right-Pallidum,CycleMorph,0.747544
Right-Pallidum,CycleMorph,0.753704
Right-Pallidum,CycleMorph,0.701247
Right-Pallidum,CycleMorph,0.753057
Right-Pallidum,CycleMorph,0.615063
Right-Pallidum,CycleMorph,0.722104
Right-Pallidum,CycleMorph,0.725135
Right-Pallidum,CycleMorph,0.734553
Right-Pallidum,CycleMorph,0.641366
Right-Pallidum,CycleMorph,0.73006
Right-Pallidum,CycleMorph,0.701686
Right-Pallidum,CycleMorph,0.748417
Right-Pallidum,CycleMorph,0.74796
Right-Pallidum,CycleMorph,0.7017
Right-Pallidum,CycleMorph,0.688984
Right-Pallidum,CycleMorph,0.760089
Right-Pallidum,CycleMorph,0.685553
Right-Pallidum,CycleMorph,0.733851
Right-Pallidum,CycleMorph,0.748481
Right-Pallidum,CycleMorph,0.764623
Right-Pallidum,CycleMorph,0.758054
Right-Pallidum,CycleMorph,0.69229
Right-Pallidum,CycleMorph,0.768405
Right-Pallidum,CycleMorph,0.669345
Right-Pallidum,CycleMorph,0.752111
Right-Pallidum,CycleMorph,0.514889
Right-Pallidum,CycleMorph,0.721145
Right-Pallidum,CycleMorph,0.734615
Right-Pallidum,CycleMorph,0.664955
Right-Pallidum,CycleMorph,0.751987
Right-Pallidum,CycleMorph,0.756757
Right-Pallidum,CycleMorph,0.74946
Right-Pallidum,CycleMorph,0.750048
Right-Pallidum,CycleMorph,0.680633
Right-Pallidum,CycleMorph,0.669108
Right-Pallidum,CycleMorph,0.756558
Right-Pallidum,CycleMorph,0.696382
Right-Pallidum,CycleMorph,0.768627
Right-Pallidum,CycleMorph,0.703554
Right-Pallidum,CycleMorph,0.712218
Right-Pallidum,CycleMorph,0.716753
Right-Pallidum,CycleMorph,0.715989
Right-Pallidum,CycleMorph,0.625241
Right-Pallidum,CycleMorph,0.773274
Right-Pallidum,CycleMorph,0.729602
Right-Pallidum,CycleMorph,0.70888
Right-Pallidum,CycleMorph,0.706733
Right-Pallidum,CycleMorph,0.661877
Right-Pallidum,CycleMorph,0.724381
Right-Pallidum,CycleMorph,0.709677
Right-Pallidum,CycleMorph,0.744002
Right-Pallidum,CycleMorph,0.777448
Right-Pallidum,CycleMorph,0.726973
Right-Pallidum,CycleMorph,0.745699
Right-Pallidum,CycleMorph,0.770237
Right-Pallidum,CycleMorph,0.775156
Right-Pallidum,CycleMorph,0.770587
Right-Pallidum,CycleMorph,0.762183
Right-Pallidum,CycleMorph,0.725531
Right-Pallidum,CycleMorph,0.729046
Right-Pallidum,CycleMorph,0.760159
Right-Pallidum,CycleMorph,0.740909
Right-Pallidum,CycleMorph,0.736294
Right-Pallidum,CycleMorph,0.700599
Right-Pallidum,CycleMorph,0.656089
Right-Pallidum,CycleMorph,0.585543
Right-Pallidum,CycleMorph,0.754301
Right-Pallidum,CycleMorph,0.698904
Right-Pallidum,CycleMorph,0.741346
Right-Pallidum,CycleMorph,0.715737
Right-Pallidum,CycleMorph,0.748807
Right-Pallidum,CycleMorph,0.740837
Right-Pallidum,CycleMorph,0.755172
Right-Pallidum,CycleMorph,0.691235
Right-Pallidum,CycleMorph,0.683784
Right-Pallidum,CycleMorph,0.676225
Right-Pallidum,CycleMorph,0.647945
Right-Pallidum,CycleMorph,0.756109
Right-Pallidum,CycleMorph,0.692079
Right-Pallidum,CycleMorph,0.753923
Right-Pallidum,CycleMorph,0.772967
Right-Pallidum,CycleMorph,0.720518
Right-Pallidum,CycleMorph,0.724151
Right-Pallidum,CycleMorph,0.740251
Right-Pallidum,CycleMorph,0.749598
Right-Pallidum,CycleMorph,0.756453
Right-Pallidum,CycleMorph,0.751362
Right-Pallidum,CycleMorph,0.69387
Right-Pallidum,CycleMorph,0.692436
Right-Pallidum,CycleMorph,0.719936
Right-Lateral-Ventricle,CycleMorph,0.865021
Right-Lateral-Ventricle,CycleMorph,0.697328
Right-Lateral-Ventricle,CycleMorph,0.891778
Right-Lateral-Ventricle,CycleMorph,0.772377
Right-Lateral-Ventricle,CycleMorph,0.849492
Right-Lateral-Ventricle,CycleMorph,0.875385
Right-Lateral-Ventricle,CycleMorph,0.891929
Right-Lateral-Ventricle,CycleMorph,0.869505
Right-Lateral-Ventricle,CycleMorph,0.767079
Right-Lateral-Ventricle,CycleMorph,0.756631
Right-Lateral-Ventricle,CycleMorph,0.837665
Right-Lateral-Ventricle,CycleMorph,0.899596
Right-Lateral-Ventricle,CycleMorph,0.751264
Right-Lateral-Ventricle,CycleMorph,0.85904
Right-Lateral-Ventricle,CycleMorph,0.898249
Right-Lateral-Ventricle,CycleMorph,0.847515
Right-Lateral-Ventricle,CycleMorph,0.841099
Right-Lateral-Ventricle,CycleMorph,0.887641
Right-Lateral-Ventricle,CycleMorph,0.86578
Right-Lateral-Ventricle,CycleMorph,0.786568
Right-Lateral-Ventricle,CycleMorph,0.868834
Right-Lateral-Ventricle,CycleMorph,0.853642
Right-Lateral-Ventricle,CycleMorph,0.875302
Right-Lateral-Ventricle,CycleMorph,0.748276
Right-Lateral-Ventricle,CycleMorph,0.715083
Right-Lateral-Ventricle,CycleMorph,0.787241
Right-Lateral-Ventricle,CycleMorph,0.904963
Right-Lateral-Ventricle,CycleMorph,0.728937
Right-Lateral-Ventricle,CycleMorph,0.856419
Right-Lateral-Ventricle,CycleMorph,0.896194
Right-Lateral-Ventricle,CycleMorph,0.869237
Right-Lateral-Ventricle,CycleMorph,0.730302
Right-Lateral-Ventricle,CycleMorph,0.671769
Right-Lateral-Ventricle,CycleMorph,0.867201
Right-Lateral-Ventricle,CycleMorph,0.876329
Right-Lateral-Ventricle,CycleMorph,0.857969
Right-Lateral-Ventricle,CycleMorph,0.880616
Right-Lateral-Ventricle,CycleMorph,0.865293
Right-Lateral-Ventricle,CycleMorph,0.625242
Right-Lateral-Ventricle,CycleMorph,0.752393
Right-Lateral-Ventricle,CycleMorph,0.870809
Right-Lateral-Ventricle,CycleMorph,0.882648
Right-Lateral-Ventricle,CycleMorph,0.884278
Right-Lateral-Ventricle,CycleMorph,0.866
Right-Lateral-Ventricle,CycleMorph,0.818356
Right-Lateral-Ventricle,CycleMorph,0.867422
Right-Lateral-Ventricle,CycleMorph,0.822068
Right-Lateral-Ventricle,CycleMorph,0.825393
Right-Lateral-Ventricle,CycleMorph,0.898062
Right-Lateral-Ventricle,CycleMorph,0.823716
Right-Lateral-Ventricle,CycleMorph,0.876757
Right-Lateral-Ventricle,CycleMorph,0.825984
Right-Lateral-Ventricle,CycleMorph,0.904253
Right-Lateral-Ventricle,CycleMorph,0.904216
Right-Lateral-Ventricle,CycleMorph,0.816943
Right-Lateral-Ventricle,CycleMorph,0.8333
Right-Lateral-Ventricle,CycleMorph,0.865673
Right-Lateral-Ventricle,CycleMorph,0.817689
Right-Lateral-Ventricle,CycleMorph,0.907734
Right-Lateral-Ventricle,CycleMorph,0.891449
Right-Lateral-Ventricle,CycleMorph,0.798631
Right-Lateral-Ventricle,CycleMorph,0.763332
Right-Lateral-Ventricle,CycleMorph,0.885849
Right-Lateral-Ventricle,CycleMorph,0.775537
Right-Lateral-Ventricle,CycleMorph,0.736597
Right-Lateral-Ventricle,CycleMorph,0.73305
Right-Lateral-Ventricle,CycleMorph,0.889304
Right-Lateral-Ventricle,CycleMorph,0.817994
Right-Lateral-Ventricle,CycleMorph,0.805117
Right-Lateral-Ventricle,CycleMorph,0.753177
Right-Lateral-Ventricle,CycleMorph,0.883673
Right-Lateral-Ventricle,CycleMorph,0.870497
Right-Lateral-Ventricle,CycleMorph,0.793951
Right-Lateral-Ventricle,CycleMorph,0.809262
Right-Lateral-Ventricle,CycleMorph,0.856678
Right-Lateral-Ventricle,CycleMorph,0.634606
Right-Lateral-Ventricle,CycleMorph,0.770615
Right-Lateral-Ventricle,CycleMorph,0.817489
Right-Lateral-Ventricle,CycleMorph,0.830563
Right-Lateral-Ventricle,CycleMorph,0.844825
Right-Lateral-Ventricle,CycleMorph,0.749736
Right-Lateral-Ventricle,CycleMorph,0.846078
Right-Lateral-Ventricle,CycleMorph,0.848392
Right-Lateral-Ventricle,CycleMorph,0.6835
Right-Lateral-Ventricle,CycleMorph,0.864878
Right-Lateral-Ventricle,CycleMorph,0.815334
Right-Lateral-Ventricle,CycleMorph,0.842033
Right-Lateral-Ventricle,CycleMorph,0.900246
Right-Lateral-Ventricle,CycleMorph,0.831513
Right-Lateral-Ventricle,CycleMorph,0.81386
Right-Lateral-Ventricle,CycleMorph,0.733639
Right-Lateral-Ventricle,CycleMorph,0.780237
Right-Lateral-Ventricle,CycleMorph,0.832683
Right-Lateral-Ventricle,CycleMorph,0.840873
Right-Lateral-Ventricle,CycleMorph,0.903829
Right-Lateral-Ventricle,CycleMorph,0.774455
Right-Lateral-Ventricle,CycleMorph,0.860477
Right-Lateral-Ventricle,CycleMorph,0.833678
Right-Lateral-Ventricle,CycleMorph,0.82909
Right-Lateral-Ventricle,CycleMorph,0.83054
Right-Lateral-Ventricle,CycleMorph,0.87307
Right-Lateral-Ventricle,CycleMorph,0.829192
Right-Lateral-Ventricle,CycleMorph,0.888055
Right-Lateral-Ventricle,CycleMorph,0.753059
Right-Lateral-Ventricle,CycleMorph,0.813451
Right-Lateral-Ventricle,CycleMorph,0.880585
Right-Lateral-Ventricle,CycleMorph,0.83137
Right-Lateral-Ventricle,CycleMorph,0.903523
Right-Lateral-Ventricle,CycleMorph,0.850411
Right-Lateral-Ventricle,CycleMorph,0.666605
Right-Lateral-Ventricle,CycleMorph,0.902828
Right-Lateral-Ventricle,CycleMorph,0.863754
Right-Lateral-Ventricle,CycleMorph,0.678696
Right-Lateral-Ventricle,CycleMorph,0.762643
Right-Lateral-Ventricle,CycleMorph,0.75927
Right-Hippocampus,CycleMorph,0.718209
Right-Hippocampus,CycleMorph,0.797215
Right-Hippocampus,CycleMorph,0.790612
Right-Hippocampus,CycleMorph,0.819659
Right-Hippocampus,CycleMorph,0.797419
Right-Hippocampus,CycleMorph,0.746271
Right-Hippocampus,CycleMorph,0.747916
Right-Hippocampus,CycleMorph,0.804672
Right-Hippocampus,CycleMorph,0.798039
Right-Hippocampus,CycleMorph,0.771025
Right-Hippocampus,CycleMorph,0.824087
Right-Hippocampus,CycleMorph,0.817131
Right-Hippocampus,CycleMorph,0.798098
Right-Hippocampus,CycleMorph,0.683394
Right-Hippocampus,CycleMorph,0.782962
Right-Hippocampus,CycleMorph,0.796165
Right-Hippocampus,CycleMorph,0.804132
Right-Hippocampus,CycleMorph,0.792399
Right-Hippocampus,CycleMorph,0.805934
Right-Hippocampus,CycleMorph,0.801129
Right-Hippocampus,CycleMorph,0.820881
Right-Hippocampus,CycleMorph,0.738339
Right-Hippocampus,CycleMorph,0.833108
Right-Hippocampus,CycleMorph,0.791408
Right-Hippocampus,CycleMorph,0.807183
Right-Hippocampus,CycleMorph,0.809639
Right-Hippocampus,CycleMorph,0.816071
Right-Hippocampus,CycleMorph,0.729943
Right-Hippocampus,CycleMorph,0.741296
Right-Hippocampus,CycleMorph,0.771961
Right-Hippocampus,CycleMorph,0.689894
Right-Hippocampus,CycleMorph,0.720474
Right-Hippocampus,CycleMorph,0.809705
Right-Hippocampus,CycleMorph,0.817101
Right-Hippocampus,CycleMorph,0.728605
Right-Hippocampus,CycleMorph,0.809071
Right-Hippocampus,CycleMorph,0.781168
Right-Hippocampus,CycleMorph,0.819087
Right-Hippocampus,CycleMorph,0.769564
Right-Hippocampus,CycleMorph,0.819679
Right-Hippocampus,CycleMorph,0.801213
Right-Hippocampus,CycleMorph,0.781635
Right-Hippocampus,CycleMorph,0.819794
Right-Hippocampus,CycleMorph,0.821652
Right-Hippocampus,CycleMorph,0.719165
Right-Hippocampus,CycleMorph,0.826925
Right-Hippocampus,CycleMorph,0.779433
Right-Hippocampus,CycleMorph,0.803458
Right-Hippocampus,CycleMorph,0.821663
Right-Hippocampus,CycleMorph,0.802005
Right-Hippocampus,CycleMorph,0.784733
Right-Hippocampus,CycleMorph,0.732536
Right-Hippocampus,CycleMorph,0.762136
Right-Hippocampus,CycleMorph,0.803037
Right-Hippocampus,CycleMorph,0.816813
Right-Hippocampus,CycleMorph,0.827074
Right-Hippocampus,CycleMorph,0.776245
Right-Hippocampus,CycleMorph,0.764742
Right-Hippocampus,CycleMorph,0.808788
